player_id,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,was_mvp
1367,73,6.2,5.5,1.1,1.4,0.096,0.15,0.121,0.53,0.067,13,0
1373,82,16.2,8.6,2.1,-2.6,0.073,0.237,0.228,0.55,0.11,13,0
1381,82,10.4,1.7,4.0,-1.3,0.015,0.081,0.219,0.57,0.314,13,0
1383,29,2.4,1.3,1.4,-8.5,0.046,0.109,0.161,0.402,0.223,13,0
1385,70,17.6,7.3,2.0,0.9,0.056,0.156,0.217,0.531,0.08800000000000001,13,0
1386,47,7.6,1.7,1.5,0.9,0.008,0.096,0.212,0.53,0.142,13,0
1398,51,2.1,1.6,0.3,-12.9,0.092,0.125,0.145,0.431,0.055,13,0
1287,69,7.1,5.5,0.5,-8.1,0.116,0.262,0.211,0.495,0.046,13,0
1282,36,1.5,1.3,0.2,-17.9,0.109,0.196,0.17800000000000002,0.494,0.057,13,0
1278,73,27.0,5.4,5.0,8.5,0.032,0.122,0.32299999999999995,0.545,0.23,13,0
1273,74,10.9,3.5,4.5,-2.1,0.011,0.106,0.165,0.501,0.203,13,0
1685,82,11.6,6.8,1.6,6.6,0.1,0.189,0.187,0.573,0.09,13,0
1122,25,4.7,2.1,0.6,-10.5,0.054000000000000006,0.139,0.21,0.529,0.094,13,0
1127,81,13.5,2.4,4.4,-13.2,0.011,0.083,0.243,0.511,0.245,13,0
1133,82,7.2,1.6,1.5,2.4,0.011,0.08800000000000001,0.192,0.535,0.139,13,0
1145,68,10.3,2.1,5.9,-2.3,0.015,0.076,0.17800000000000002,0.569,0.334,13,0
1148,63,4.0,5.0,0.5,-11.0,0.125,0.221,0.124,0.509,0.047,13,0
1154,35,12.7,3.6,1.4,1.1,0.039,0.117,0.249,0.496,0.086,13,0
1158,42,4.3,3.0,1.0,-0.9,0.084,0.192,0.15,0.55,0.124,13,0
1160,63,2.7,1.8,0.6,-5.6,0.08,0.147,0.18600000000000005,0.407,0.097,13,0
1164,81,15.7,8.7,4.2,7.3,0.09,0.196,0.224,0.536,0.187,13,0
1165,73,8.0,2.6,3.8,-5.1,0.037000000000000005,0.092,0.183,0.526,0.239,13,0
1400,47,2.1,1.0,0.3,2.6,0.049,0.128,0.14300000000000002,0.555,0.075,13,0
1173,68,3.8,2.1,0.6,-0.4,0.079,0.119,0.151,0.518,0.066,13,0
1212,79,4.4,2.2,1.2,1.9,0.02,0.111,0.11,0.542,0.086,13,0
1221,9,13.9,4.6,1.1,-9.1,0.054000000000000006,0.141,0.195,0.623,0.07,13,0
1232,78,10.1,7.6,1.0,7.4,0.097,0.235,0.177,0.613,0.057,13,0
1237,26,1.6,3.3,0.6,2.5,0.133,0.184,0.083,0.509,0.064,13,0
1241,58,11.5,9.4,1.9,3.4,0.08199999999999999,0.232,0.174,0.481,0.087,13,0
1246,82,30.1,7.6,2.8,7.0,0.038,0.177,0.317,0.607,0.13,13,0
1249,69,14.3,7.3,2.7,8.1,0.049,0.236,0.22,0.569,0.14800000000000002,13,0
