pts,reb,ast,net_rating,usg_pct,ast_pct,was_mvp
6.6,4.2,0.9,0.1,0.166,0.076,0
10.0,6.6,1.5,-0.4,0.195,0.095,0
2.7,2.1,0.1,11.7,0.173,0.03,0
13.2,2.9,3.5,-3.2,0.185,0.173,0
21.2,6.8,2.6,14.3,0.258,0.128,0
13.6,6.9,1.3,5.1,0.229,0.078,0
11.9,11.2,2.0,-4.6,0.17,0.101,0
14.7,1.9,1.9,-12.0,0.24,0.126,0
4.6,4.5,1.0,10.5,0.099,0.068,0
3.8,0.5,0.3,-12.9,0.21600000000000005,0.063,0
5.2,2.6,1.9,3.7,0.199,0.203,0
0.9,1.2,0.4,-18.9,0.111,0.063,0
3.2,2.9,0.7,0.6,0.12,0.067,0
4.9,2.6,0.7,4.4,0.191,0.101,0
2.3,0.6,0.3,-2.1,0.126,0.058,0
4.1,3.8,0.5,-11.4,0.184,0.069,0
14.8,6.3,1.5,-1.5,0.241,0.092,0
6.2,3.2,0.4,-1.0,0.212,0.052000000000000005,0
2.2,1.9,0.5,3.1,0.092,0.056,0
1.8,2.5,1.0,1.6,0.085,0.127,0
11.6,4.8,2.6,7.0,0.203,0.151,0
15.2,8.8,1.2,3.7,0.236,0.07200000000000001,0
9.1,4.4,0.7,-6.2,0.236,0.063,0
4.3,3.0,0.3,-7.6,0.17600000000000002,0.033,0
6.6,2.4,3.5,3.2,0.16899999999999998,0.284,0
1.9,0.8,0.2,-10.6,0.2,0.067,0
4.7,1.3,2.0,-1.6,0.165,0.212,0
7.7,2.5,1.9,7.0,0.205,0.17,0
4.0,2.9,0.3,-8.0,0.162,0.041,0
3.6,1.8,0.4,1.6,0.223,0.071,0
3.6,2.9,0.6,9.2,0.114,0.07,0
0.0,0.3,0.3,-12.1,0.214,0.1,0
9.6,4.5,2.1,3.9,0.171,0.111,0
2.8,0.9,1.4,4.2,0.159,0.223,0
5.3,4.3,0.9,1.2,0.15,0.099,0
13.8,1.9,2.7,-7.5,0.246,0.16699999999999998,0
5.6,4.5,0.2,0.1,0.184,0.02,0
5.8,2.1,0.7,-3.7,0.182,0.066,0
2.0,5.1,0.2,-4.0,0.083,0.019,0
6.9,1.8,3.5,5.1,0.171,0.272,0
8.9,2.5,1.5,1.7,0.196,0.103,0
3.0,0.9,3.0,-13.3,0.136,0.306,0
2.4,1.0,1.6,3.2,0.102,0.161,0
3.6,4.8,1.0,4.4,0.09,0.056,0
5.7,2.6,1.0,3.4,0.123,0.068,0
26.3,3.0,7.2,0.6,0.29100000000000004,0.302,0
3.0,5.1,0.1,3.6,0.086,0.012,0
5.3,3.8,3.2,2.2,0.131,0.206,0
8.7,2.4,1.5,-1.1,0.197,0.11,0
2.0,1.0,0.0,27.3,0.154,0.0,0
7.9,5.4,0.9,1.4,0.185,0.068,0
21.9,5.7,3.3,3.7,0.248,0.14300000000000002,0
14.3,7.2,10.1,5.8,0.199,0.395,0
8.6,2.9,0.7,-5.5,0.182,0.048,0
4.5,8.2,2.2,10.7,0.108,0.115,0
9.0,5.2,1.2,-0.7,0.18,0.081,0
2.2,1.6,0.2,8.1,0.125,0.044,0
13.0,3.1,4.3,-1.0,0.227,0.242,0
3.8,2.0,0.8,-7.9,0.17,0.087,0
0.7,0.6,0.2,-11.0,0.111,0.053,0
8.2,4.2,1.6,-10.5,0.175,0.105,0
0.8,0.4,0.9,-14.1,0.16,0.26,0
19.2,5.5,2.1,4.9,0.24,0.103,0
4.6,2.2,2.3,2.4,0.158,0.207,0
15.1,6.8,1.2,7.8,0.218,0.067,0
10.1,5.4,1.5,8.5,0.241,0.121,0
6.7,5.6,1.0,6.2,0.152,0.07,0
4.7,2.2,0.8,-13.1,0.21600000000000005,0.1,0
8.9,7.4,0.6,-11.2,0.191,0.043,0
9.4,2.2,2.2,1.4,0.193,0.168,0
12.6,3.0,5.4,10.3,0.226,0.32299999999999995,0
9.5,1.5,3.7,-1.2,0.246,0.319,0
6.1,1.9,0.8,-8.9,0.15,0.07200000000000001,0
10.1,11.7,0.9,5.9,0.16399999999999998,0.046,0
12.8,3.2,2.2,-1.2,0.22,0.119,0
9.5,4.3,1.1,-14.2,0.247,0.097,0
3.6,1.5,1.5,-13.7,0.172,0.23,0
2.7,4.2,0.8,1.7,0.109,0.08900000000000001,0
5.9,1.9,1.2,-12.9,0.171,0.123,0
7.7,6.1,1.1,-2.9,0.16899999999999998,0.093,0
10.8,2.7,3.1,5.0,0.195,0.188,0
5.8,2.0,1.2,-0.3,0.197,0.11,0
7.4,3.0,0.6,-1.4,0.205,0.071,0
6.3,1.3,1.3,8.9,0.14400000000000002,0.104,0
6.3,1.4,3.9,-7.4,0.14300000000000002,0.231,0
8.0,8.3,1.5,4.3,0.122,0.067,0
3.8,3.1,0.3,-2.0,0.172,0.043,0
10.9,4.0,2.0,4.4,0.145,0.094,0
8.9,3.0,1.2,0.1,0.189,0.096,0
8.7,7.4,1.6,1.8,0.158,0.08199999999999999,0
11.3,9.7,1.3,-5.1,0.151,0.061,0
7.8,4.6,1.4,10.7,0.19,0.115,0
6.5,1.3,1.2,-7.9,0.232,0.131,0
4.0,5.0,0.5,-11.0,0.124,0.047,0
6.7,2.4,1.3,-0.3,0.16399999999999998,0.11,0
7.1,1.8,1.7,5.5,0.155,0.15,0
11.2,1.7,1.9,-15.4,0.276,0.18,0
16.4,5.9,2.7,0.4,0.208,0.126,0
4.4,2.4,0.3,-5.3,0.22,0.05,0
12.2,2.5,2.3,-2.0,0.175,0.113,0
1.2,0.2,0.2,20.3,0.201,0.059,0
6.1,3.2,0.2,18.7,0.226,0.032,0
11.3,3.5,1.3,-8.3,0.184,0.084,0
3.2,1.6,0.5,1.6,0.205,0.094,0
13.6,6.0,0.3,-11.7,0.245,0.02,0
3.0,1.8,0.2,5.1,0.193,0.053,0
5.3,2.6,4.7,2.9,0.141,0.303,0
17.1,5.2,3.3,6.3,0.245,0.162,0
25.0,4.1,7.7,8.3,0.319,0.3720000000000001,1
8.5,2.0,0.8,-4.8,0.224,0.07200000000000001,0
6.7,1.3,1.0,-24.1,0.17,0.125,0
6.9,3.6,0.4,1.2,0.209,0.05,0
4.8,2.0,1.5,-5.1,0.18600000000000005,0.231,0
5.0,2.0,0.8,2.6,0.166,0.08800000000000001,0
14.7,3.2,5.5,8.4,0.224,0.278,0
1.3,1.0,1.3,-11.6,0.138,0.25,0
12.4,3.7,1.4,1.4,0.217,0.094,0
5.3,1.6,2.4,-3.2,0.13699999999999998,0.187,0
6.8,4.6,1.2,-1.3,0.198,0.11,0
6.2,2.3,0.8,-5.4,0.171,0.07200000000000001,0
7.8,2.0,3.0,-7.1,0.172,0.234,0
1.4,0.1,0.0,-42.6,0.204,0.0,0
2.3,0.7,0.0,-23.2,0.151,0.0,0
3.1,2.5,0.4,6.6,0.116,0.037000000000000005,0
7.1,2.7,5.2,-3.0,0.163,0.312,0
2.0,0.7,0.7,11.0,0.202,0.179,0
1.4,1.1,0.1,-8.0,0.14300000000000002,0.041,0
9.0,5.2,1.1,-12.8,0.184,0.085,0
5.2,4.8,0.6,-2.8,0.139,0.048,0
2.6,0.8,0.3,2.1,0.238,0.103,0
6.4,3.0,0.5,2.5,0.196,0.056,0
1.6,1.4,0.3,-7.2,0.225,0.071,0
8.6,10.1,1.8,1.8,0.14300000000000002,0.092,0
0.3,0.3,0.1,-40.0,0.114,0.065,0
13.3,1.7,2.1,-5.5,0.254,0.147,0
22.9,4.0,6.9,2.4,0.261,0.298,0
8.0,6.2,2.2,-7.2,0.127,0.104,0
2.5,0.8,1.0,4.7,0.151,0.194,0
12.4,5.6,0.6,-8.9,0.202,0.037000000000000005,0
27.0,11.0,4.6,-2.2,0.364,0.262,0
17.1,7.7,2.9,8.5,0.246,0.157,0
16.3,7.5,2.0,-2.2,0.248,0.126,0
4.0,4.0,0.5,2.9,0.187,0.045,0
11.2,6.6,1.4,-0.5,0.163,0.07200000000000001,0
1.0,0.0,0.0,-21.6,0.201,0.0,0
4.0,1.5,0.5,-6.7,0.177,0.075,0
5.5,3.0,0.8,0.5,0.14300000000000002,0.07200000000000001,0
5.9,1.1,1.4,-0.3,0.15,0.125,0
8.2,1.5,0.7,0.3,0.21,0.065,0
10.4,4.8,1.6,-1.7,0.19,0.1,0
4.5,2.3,1.2,-3.5,0.151,0.116,0
6.4,3.7,3.8,-0.3,0.16399999999999998,0.26,0
6.3,4.1,1.0,-0.9,0.155,0.08,0
6.8,1.5,1.0,5.3,0.205,0.104,0
2.5,1.0,2.3,1.6,0.122,0.251,0
10.0,7.9,1.5,-5.1,0.166,0.09,0
5.6,4.1,1.4,-0.8,0.16,0.134,0
7.4,2.6,1.1,3.5,0.232,0.135,0
3.2,3.5,0.3,-3.8,0.139,0.036000000000000004,0
1.8,1.0,0.2,16.5,0.187,0.042,0
0.4,1.8,0.1,-14.3,0.067,0.009000000000000001,0
3.6,1.0,0.5,-4.2,0.196,0.092,0
6.8,1.9,2.7,9.3,0.127,0.134,0
9.7,1.9,1.2,-5.4,0.224,0.107,0
19.1,9.9,2.0,0.0,0.235,0.091,0
2.5,0.8,1.3,-22.0,0.18,0.252,0
2.3,1.9,0.3,-9.1,0.142,0.057,0
7.1,7.4,0.5,10.4,0.14300000000000002,0.029,0
1.7,1.3,0.8,-13.2,0.079,0.091,0
19.0,4.5,4.7,4.5,0.276,0.249,0
13.9,3.2,4.3,1.4,0.223,0.232,0
5.6,2.0,0.8,-3.9,0.218,0.105,0
18.8,8.6,2.3,-10.4,0.236,0.116,0
2.0,1.7,0.2,1.8,0.136,0.044,0
4.0,2.0,1.5,0.1,0.094,0.104,0
7.0,4.2,3.4,7.6,0.157,0.189,0
3.5,4.0,0.3,6.9,0.136,0.039,0
27.1,6.9,6.3,7.9,0.309,0.311,0
19.3,11.3,2.8,7.8,0.28300000000000003,0.152,0
17.5,8.7,0.9,5.7,0.225,0.049,0
18.6,3.5,11.6,11.5,0.228,0.468,0
6.5,2.3,2.3,-5.3,0.182,0.175,0
3.5,3.5,0.2,-10.6,0.138,0.022,0
6.6,3.2,0.4,-9.5,0.16699999999999998,0.033,0
15.2,10.2,3.7,-2.0,0.21,0.182,0
26.7,7.5,7.0,10.5,0.312,0.343,0
4.0,1.9,0.7,1.5,0.15,0.08900000000000001,0
8.4,3.1,1.1,-1.2,0.197,0.086,0
17.3,4.1,4.8,0.2,0.25,0.245,0
1.2,2.4,0.6,6.2,0.095,0.071,0
2.0,1.3,0.3,55.3,0.214,0.071,0
7.4,2.2,1.4,-6.5,0.173,0.119,0
2.3,4.6,0.3,9.5,0.07,0.022,0
14.0,6.2,1.8,-7.3,0.201,0.097,0
6.4,3.1,0.7,-1.7,0.171,0.071,0
17.1,6.5,1.6,-13.4,0.25,0.085,0
3.3,1.4,0.5,-19.0,0.179,0.081,0
4.6,3.6,1.8,8.9,0.134,0.166,0
6.7,3.7,1.9,-2.3,0.175,0.146,0
4.5,1.5,0.5,-0.1,0.156,0.051,0
7.8,6.4,3.0,3.2,0.159,0.199,0
1.9,1.7,0.2,-7.5,0.128,0.03,0
11.7,6.8,3.4,0.1,0.21,0.199,0
13.3,3.7,4.9,7.0,0.18600000000000005,0.215,0
4.4,1.6,1.0,-4.6,0.159,0.115,0
6.0,1.8,2.8,2.9,0.166,0.229,0
6.6,3.7,1.4,-1.4,0.155,0.111,0
5.0,4.4,0.1,-7.6,0.174,0.01,0
10.9,3.5,4.5,-2.1,0.165,0.203,0
14.7,9.9,1.5,-2.3,0.195,0.075,0
21.6,5.1,5.9,5.7,0.303,0.294,0
6.3,1.6,2.9,-10.7,0.193,0.28800000000000003,0
8.6,2.2,2.5,1.7,0.18600000000000005,0.171,0
5.6,2.5,0.4,-13.0,0.2,0.063,0
7.5,2.6,1.3,-8.0,0.215,0.116,0
6.1,3.6,0.5,-4.8,0.197,0.053,0
16.5,6.7,2.0,-8.0,0.211,0.09,0
7.7,2.9,3.2,3.4,0.141,0.17600000000000002,0
18.3,5.7,3.0,1.2,0.257,0.16399999999999998,0
14.2,5.8,3.1,-1.8,0.192,0.139,0
17.6,8.0,2.0,-16.5,0.252,0.103,0
6.8,2.5,1.1,-2.5,0.165,0.097,0
8.8,1.3,3.3,3.1,0.206,0.278,0
1.9,0.9,0.2,-16.2,0.248,0.094,0
1.7,0.0,0.3,19.1,0.192,0.083,0
4.5,2.9,0.4,-8.3,0.183,0.059,0
0.7,0.1,0.1,-61.3,0.145,0.125,0
5.2,4.3,0.4,1.4,0.13699999999999998,0.031,0
7.3,5.9,0.6,2.0,0.149,0.038,0
0.8,1.5,0.0,-42.0,0.149,0.0,0
14.1,4.4,2.3,-6.0,0.203,0.11,0
4.0,1.5,0.6,-7.7,0.17,0.107,0
2.0,0.3,0.7,-66.7,0.378,0.4,0
2.0,1.0,0.0,12.6,0.368,0.0,0
6.3,4.3,0.7,1.3,0.151,0.059,0
18.9,7.6,2.3,3.3,0.259,0.126,0
5.5,3.7,0.5,-8.1,0.141,0.045,0
23.9,3.1,7.6,-5.7,0.293,0.389,0
11.6,3.0,3.2,-5.4,0.252,0.244,0
16.5,6.4,1.9,-0.8,0.229,0.097,0
1.5,0.5,0.1,-13.5,0.205,0.032,0
1.7,1.2,0.0,3.8,0.199,0.0,0
4.4,4.6,0.3,0.3,0.133,0.028,0
5.8,1.9,1.2,-3.3,0.202,0.14400000000000002,0
25.1,4.0,6.8,0.9,0.31,0.33,0
2.7,1.6,1.6,-10.4,0.14,0.297,0
1.0,1.2,0.1,2.6,0.132,0.04,0
8.8,4.2,2.6,5.1,0.159,0.141,0
11.9,3.7,1.4,3.3,0.213,0.099,0
5.8,1.3,2.3,-5.8,0.183,0.222,0
3.9,2.2,0.5,-3.4,0.162,0.064,0
9.3,3.4,0.6,3.1,0.183,0.041,0
2.0,1.2,0.0,-17.1,0.232,0.013,0
7.3,6.4,1.7,4.6,0.13699999999999998,0.11,0
0.0,1.0,0.0,-100.0,0.333,0.0,0
9.3,3.0,7.0,-2.6,0.191,0.417,0
19.6,2.6,5.3,-0.7,0.258,0.253,0
2.4,0.9,0.2,-10.9,0.201,0.058,0
2.9,0.6,0.3,-7.1,0.289,0.08900000000000001,0
0.0,0.0,1.0,-158.3,0.125,0.5,0
2.3,4.3,0.7,-10.4,0.084,0.079,0
5.7,4.6,0.4,2.1,0.16,0.037000000000000005,0
8.0,1.7,4.0,1.6,0.184,0.327,0
0.0,0.0,0.0,-96.1,0.5,0.0,0
1.9,2.7,0.3,-10.0,0.145,0.051,0
3.3,2.8,0.0,-3.9,0.139,0.005,0
14.4,5.4,2.8,-5.6,0.181,0.116,0
6.8,1.5,1.9,1.2,0.217,0.183,0
0.0,1.0,1.0,-31.2,0.154,0.333,0
7.0,2.8,4.4,-5.1,0.165,0.293,0
6.2,1.8,2.1,-6.8,0.172,0.142,0
1.7,0.5,0.2,-3.6,0.241,0.071,0
3.6,4.2,0.2,4.2,0.129,0.024,0
2.4,1.8,0.0,7.0,0.214,0.0,0
11.3,3.0,2.3,10.6,0.189,0.135,0
4.2,3.4,0.6,-0.9,0.17600000000000002,0.07,0
20.7,5.9,3.1,-4.3,0.251,0.154,0
17.0,3.0,3.0,52.8,0.226,0.15,0
7.2,2.4,1.3,-2.2,0.17600000000000002,0.102,0
13.5,4.1,6.7,5.0,0.18600000000000005,0.289,0
1.5,1.5,0.2,29.7,0.09,0.026,0
11.8,8.7,1.1,-10.1,0.191,0.06,0
9.4,7.5,1.3,8.2,0.134,0.057,0
11.6,4.7,6.4,0.3,0.199,0.336,0
13.1,7.9,1.7,6.2,0.2,0.08900000000000001,0
5.7,1.7,1.6,-8.1,0.16899999999999998,0.149,0
0.0,0.0,0.0,1.3,0.093,0.0,0
4.6,2.8,0.7,-7.6,0.16,0.08800000000000001,0
7.0,4.0,0.6,3.0,0.193,0.058,0
1.8,0.6,1.4,11.6,0.155,0.395,0
4.0,2.7,0.4,-6.2,0.162,0.045,0
9.4,4.3,4.7,9.4,0.126,0.185,0
18.7,8.5,1.6,-3.3,0.239,0.07,0
4.7,1.7,1.8,0.3,0.21600000000000005,0.228,0
6.0,3.0,0.9,0.6,0.152,0.068,0
16.6,3.8,4.8,-3.8,0.263,0.246,0
8.1,3.4,0.8,-5.6,0.218,0.08199999999999999,0
8.4,0.8,1.0,22.0,0.206,0.114,0
12.7,13.8,1.2,9.7,0.153,0.054000000000000006,0
7.5,4.1,2.9,0.8,0.191,0.24,0
1.7,1.0,0.3,10.4,0.253,0.091,0
7.5,2.0,0.9,-3.6,0.174,0.066,0
15.8,3.4,3.1,-0.6,0.25,0.17,0
12.1,4.0,6.7,-1.9,0.187,0.3,0
4.4,3.1,0.3,-1.9,0.161,0.033,0
10.3,11.1,2.0,-5.3,0.158,0.107,0
20.6,13.8,1.4,10.6,0.26,0.07200000000000001,0
12.7,5.1,0.9,-9.0,0.221,0.064,0
7.8,3.9,0.9,-11.9,0.183,0.077,0
6.0,3.2,0.9,-11.1,0.113,0.061,0
13.8,6.3,6.3,-5.5,0.21600000000000005,0.329,0
8.7,4.5,0.6,-3.4,0.24,0.078,0
16.0,9.9,2.4,8.4,0.235,0.119,0
2.2,2.3,1.3,0.0,0.106,0.134,0
6.1,4.3,1.8,8.1,0.195,0.185,0
8.3,2.6,5.8,13.5,0.172,0.35600000000000004,0
16.5,3.7,3.2,-7.4,0.228,0.146,0
5.5,1.8,0.7,-5.6,0.272,0.123,0
9.5,2.5,2.7,-2.1,0.168,0.165,0
2.6,3.1,0.4,-0.7,0.153,0.06,0
19.3,4.3,3.7,-1.3,0.289,0.18600000000000005,0
12.1,2.9,1.7,-1.3,0.172,0.08199999999999999,0
12.6,9.0,3.7,5.4,0.194,0.172,0
6.3,3.9,1.3,1.5,0.14400000000000002,0.106,0
1.0,0.5,1.5,-40.0,0.257,0.429,0
7.5,5.6,1.1,0.1,0.16,0.079,0
7.3,3.6,0.9,8.6,0.13699999999999998,0.063,0
23.4,10.2,1.7,5.7,0.3,0.08900000000000001,0
8.9,4.3,1.8,8.1,0.16699999999999998,0.106,0
13.3,7.6,2.3,-2.9,0.234,0.14,0
3.2,1.6,0.2,-5.8,0.175,0.048,0
4.0,2.1,0.5,0.5,0.233,0.098,0
25.3,6.0,7.4,9.8,0.324,0.366,0
11.8,2.4,2.0,0.3,0.221,0.116,0
8.4,2.3,4.6,-7.1,0.172,0.314,0
3.2,1.3,0.5,-4.6,0.124,0.068,0
6.0,3.9,1.0,-4.6,0.132,0.078,0
7.9,1.8,1.2,-0.3,0.214,0.105,0
7.4,1.4,2.0,0.6,0.266,0.24,0
6.5,1.3,0.9,-13.9,0.224,0.108,0
8.1,2.9,1.1,-2.7,0.154,0.078,0
7.8,2.9,1.4,-1.6,0.131,0.075,0
8.6,3.5,1.8,-5.5,0.174,0.117,0
6.6,2.9,0.9,-1.0,0.183,0.08900000000000001,0
4.2,2.1,2.9,-0.9,0.138,0.276,0
8.6,1.8,3.6,2.1,0.165,0.233,0
10.1,2.1,2.7,5.1,0.204,0.191,0
9.9,2.3,2.5,3.7,0.174,0.13699999999999998,0
14.2,8.1,1.4,-4.4,0.241,0.085,0
14.6,3.2,3.2,-1.5,0.221,0.182,0
2.9,1.9,1.5,8.0,0.153,0.207,0
0.0,1.0,1.0,60.0,0.0,0.333,0
20.3,3.0,7.6,10.7,0.28,0.396,0
6.4,4.9,3.6,-5.9,0.154,0.224,0
2.3,1.5,0.1,-1.7,0.16699999999999998,0.023,0
17.7,4.7,5.5,4.9,0.249,0.272,0
3.8,1.2,3.3,-3.2,0.17600000000000002,0.274,0
16.7,3.9,3.0,-12.1,0.29,0.187,0
19.6,5.9,1.9,-1.1,0.226,0.076,0
7.7,1.9,2.3,0.4,0.215,0.193,0
4.9,2.0,1.7,-5.6,0.184,0.171,0
7.6,13.0,1.4,3.7,0.106,0.062,0
3.3,2.6,0.4,2.1,0.121,0.057,0
8.2,5.4,0.7,-4.1,0.162,0.055,0
7.0,1.9,0.4,-1.6,0.28800000000000003,0.076,0
3.4,3.4,0.1,3.3,0.174,0.015,0
12.2,7.1,1.2,4.6,0.14400000000000002,0.051,0
1.8,0.7,1.1,-5.0,0.128,0.275,0
3.7,0.9,2.4,-14.6,0.181,0.266,0
17.2,6.5,1.7,-2.1,0.225,0.078,0
18.3,11.3,3.4,6.2,0.213,0.147,0
3.9,1.9,1.7,3.1,0.123,0.152,0
3.9,1.3,0.3,-16.4,0.227,0.065,0
4.7,2.7,1.2,-17.9,0.154,0.13,0
4.0,1.9,1.1,-3.8,0.11,0.092,0
16.7,6.9,1.4,10.7,0.292,0.091,0
1.3,0.7,0.6,6.4,0.165,0.078,0
5.9,2.0,3.8,1.7,0.188,0.334,0
11.6,3.6,2.0,2.6,0.2,0.112,0
3.1,2.1,0.4,-8.4,0.168,0.067,0
4.0,3.5,0.3,-19.6,0.188,0.056,0
0.0,0.0,1.0,-3.9,0.282,0.4,0
11.7,2.5,5.3,2.3,0.22,0.316,0
5.8,1.1,1.5,0.1,0.19,0.177,0
8.5,4.3,1.8,-7.4,0.177,0.125,0
11.0,2.3,5.2,-3.9,0.198,0.276,0
12.7,5.1,2.7,9.9,0.166,0.112,0
8.1,3.6,3.0,6.4,0.19,0.198,0
6.1,1.1,2.7,-5.3,0.204,0.31,0
1.9,0.5,0.7,-0.6,0.155,0.16699999999999998,0
1.5,0.7,0.5,-33.7,0.211,0.128,0
5.7,2.8,1.5,-2.6,0.171,0.118,0
2.2,1.0,0.3,-7.8,0.17,0.059,0
14.8,3.1,1.7,1.6,0.226,0.104,0
1.9,1.5,0.3,-4.0,0.14400000000000002,0.078,0
3.6,4.7,0.8,0.7,0.139,0.065,0
7.4,5.4,0.8,7.9,0.189,0.058,0
11.9,2.9,4.1,-1.9,0.193,0.222,0
14.1,2.1,3.6,0.0,0.236,0.218,0
5.7,2.0,1.6,4.9,0.147,0.139,0
4.0,2.8,0.3,-9.9,0.236,0.056,0
7.1,5.2,2.6,-2.5,0.156,0.162,0
13.7,5.6,11.1,-1.3,0.215,0.49,0
6.2,3.4,1.4,-3.1,0.149,0.121,0
4.7,1.9,0.7,-3.1,0.201,0.094,0
8.6,2.2,4.9,3.9,0.14800000000000002,0.252,0
9.6,2.3,1.1,2.3,0.177,0.07200000000000001,0
2.7,0.9,0.6,4.7,0.221,0.14300000000000002,0
0.2,1.3,0.3,-12.0,0.06,0.06,0
6.1,5.6,0.9,11.4,0.103,0.047,0
10.5,8.6,1.9,1.4,0.149,0.097,0
17.1,4.2,3.6,4.4,0.241,0.183,0
14.4,4.8,3.7,-2.5,0.205,0.16899999999999998,0
1.9,1.2,0.1,1.0,0.198,0.032,0
8.5,3.0,4.8,-4.6,0.159,0.258,0
1.8,1.5,0.4,-15.9,0.174,0.08199999999999999,0
12.3,1.6,2.6,-1.7,0.225,0.159,0
3.8,1.8,0.3,-5.7,0.191,0.052000000000000005,0
4.6,3.6,0.2,2.8,0.128,0.027000000000000003,0
1.1,3.4,0.3,-11.0,0.108,0.048,0
6.8,2.4,2.4,6.4,0.171,0.205,0
20.4,4.2,8.3,-1.0,0.259,0.366,0
2.4,1.3,0.9,-2.9,0.13,0.157,0
10.2,1.7,1.9,-6.4,0.199,0.117,0
6.6,1.7,1.2,-8.9,0.172,0.098,0
3.7,1.2,1.9,-16.2,0.196,0.247,0
6.3,2.4,3.9,-0.1,0.152,0.285,0
14.9,8.0,1.6,3.3,0.222,0.087,0
5.7,5.0,0.3,-18.9,0.2,0.042,0
12.1,6.9,1.1,4.1,0.185,0.067,0
2.2,0.4,0.3,8.0,0.139,0.048,0
5.5,5.1,0.8,-12.4,0.14400000000000002,0.057,0
4.3,1.9,1.1,-10.9,0.157,0.122,0
14.1,3.8,5.8,4.1,0.215,0.276,0
13.9,8.8,0.9,4.4,0.223,0.054000000000000006,0
19.4,9.6,2.4,-0.5,0.284,0.128,0
1.8,2.0,0.4,-4.1,0.139,0.063,0
3.2,2.8,0.8,22.5,0.173,0.125,0
4.0,1.6,2.9,-3.0,0.23,0.403,0
16.1,4.0,2.6,3.4,0.229,0.129,0
2.8,0.9,1.3,-17.2,0.237,0.306,0
9.3,2.1,4.2,0.3,0.192,0.3,0
0.5,1.4,0.8,-6.2,0.06,0.147,0
2.8,1.7,0.3,-3.7,0.253,0.103,0
0.0,0.0,0.0,50.0,0.0,0.0,0
11.8,3.4,4.6,7.8,0.244,0.308,0
2.0,2.1,0.4,8.0,0.095,0.051,0
18.5,11.3,2.5,-2.7,0.223,0.119,0
19.9,5.3,3.8,2.8,0.254,0.17600000000000002,0
5.5,2.9,0.5,2.9,0.209,0.058,0
4.0,3.2,0.3,-2.3,0.168,0.041,0
10.9,7.4,1.5,-4.2,0.175,0.087,0
11.2,6.0,0.5,-9.8,0.208,0.039,0
1.6,0.8,0.0,-9.5,0.206,0.0,0
3.1,0.8,0.2,-13.7,0.252,0.063,0
2.2,2.6,0.4,-3.2,0.106,0.054000000000000006,0
20.2,5.3,4.4,-2.4,0.242,0.193,0
17.5,3.0,5.0,-1.6,0.261,0.238,0
6.9,6.1,0.9,-0.3,0.17600000000000002,0.066,0
5.8,1.4,2.5,-3.8,0.14400000000000002,0.196,0
8.0,10.5,0.9,-1.5,0.153,0.043,0
8.9,2.6,5.4,-0.4,0.2,0.349,0
1.3,1.8,0.0,7.4,0.095,0.011,0
2.6,2.1,0.5,-15.4,0.158,0.076,0
13.1,6.3,1.2,-1.3,0.218,0.073,0
12.7,7.5,2.0,-1.7,0.237,0.123,0
6.2,1.4,2.2,-8.4,0.181,0.198,0
8.1,3.1,0.9,-4.2,0.166,0.056,0
12.1,2.6,8.6,10.0,0.192,0.456,0
11.4,4.7,0.7,-13.5,0.214,0.055,0
12.4,8.3,1.2,5.8,0.172,0.054000000000000006,0
3.7,1.6,0.6,0.1,0.146,0.08,0
2.2,1.5,0.5,-12.5,0.128,0.07400000000000001,0
3.0,0.9,1.6,3.3,0.166,0.248,0
17.8,9.9,2.7,10.5,0.279,0.151,0
9.0,1.8,1.5,-3.9,0.243,0.131,0
7.8,2.1,1.8,7.0,0.165,0.119,0
7.9,4.8,1.0,5.3,0.224,0.1,0
5.7,2.8,0.7,-3.7,0.179,0.079,0
4.9,2.0,0.4,-5.4,0.16399999999999998,0.051,0
18.9,3.7,8.3,8.1,0.254,0.401,0
8.3,1.8,1.5,8.6,0.182,0.121,0
4.3,3.2,0.5,-8.5,0.171,0.066,0
20.1,6.2,2.0,-8.3,0.25,0.093,0
6.4,1.2,1.2,-1.3,0.16899999999999998,0.091,0
5.8,1.7,3.0,2.2,0.205,0.32,0
3.0,1.3,0.6,-8.5,0.177,0.093,0
8.7,4.8,0.9,-2.7,0.193,0.066,0
8.3,6.6,3.1,-0.4,0.14300000000000002,0.175,0
20.8,6.6,3.0,-3.8,0.285,0.15,0
9.8,3.9,1.4,-1.7,0.156,0.081,0
2.5,0.0,1.5,13.6,0.293,0.75,0
7.9,5.3,0.6,5.2,0.166,0.042,0
8.7,5.2,1.0,-2.1,0.156,0.06,0
3.9,2.3,0.4,2.2,0.17800000000000002,0.058,0
4.7,1.6,0.6,-7.6,0.159,0.059,0
14.5,2.9,1.6,-2.2,0.252,0.103,0
3.7,2.5,0.8,-10.2,0.153,0.1,0
14.9,3.8,2.5,9.1,0.2,0.124,0
9.4,2.0,3.4,-2.0,0.248,0.266,0
2.2,1.2,1.7,0.4,0.12,0.238,0
3.2,1.4,1.3,-1.1,0.168,0.19,0
20.0,3.0,5.4,3.9,0.308,0.318,0
5.0,3.2,0.7,0.9,0.14800000000000002,0.066,0
2.8,1.0,1.3,-7.5,0.211,0.305,0
12.1,3.7,4.2,-6.4,0.21600000000000005,0.265,0
2.8,0.8,0.7,-13.6,0.13699999999999998,0.103,0
